date,mean
2007-03-31,-0.03972547997201018
2007-06-30,-0.03935634156933962
2007-09-30,-0.0389904204002654
2007-12-31,-0.0386277007580122
2008-03-31,-0.0382681662485066
2008-06-30,-0.0379117998431166
2008-09-30,-0.03755858392841335
2008-12-31,-0.0372085003531113
2009-03-31,-0.03686153047233859
2009-06-30,-0.03651765518937802
2009-09-30,-0.03617685499501466
2009-12-31,-0.035839110004617244
2010-03-31,-0.03550439999307453
2010-06-30,-0.03517270442770169
2010-09-30,-0.03484400249922544
2010-12-31,-0.034518273150951226
2011-03-31,-0.03419549510621002
2011-06-30,-0.033875646894178074
2011-09-30,-0.033558706874156415
2011-12-31,-0.03324465325839481
2012-03-31,-0.03293346413353782
2012-06-30,-0.03262511748076839
2012-09-30,-0.032319591194719596
2012-12-31,-0.03201686310122222
2013-03-31,-0.0317169109739506
2013-06-30,-0.03141971255002846
2013-09-30,-0.03112524554465075
2013-12-31,-0.030833487664775738
2014-03-31,-0.03054441662193934
2014-06-30,-0.03025801014423886
2014-09-30,-0.0299742459875336
2014-12-31,-0.02969310194590427
2015-03-31,-0.029414555861413998
2015-06-30,-0.02913858563320848
2015-09-30,-0.028865169225993435
2015-12-31,-0.028594284677923333
2016-03-31,-0.028325910107935177
2016-06-30,-0.028060023722558475
2016-09-30,-0.027796603822230814
2016-12-31,-0.027535628807147612
2017-03-31,-0.027277077182672048
2017-06-30,-0.027020927564330728
2017-09-30,-0.026767158682418767
2017-12-31,-0.02651574938623666
2018-03-31,-0.026266678647980365
2018-06-30,-0.026019925566304735
2018-09-30,-0.025775469369579397
2018-12-31,-0.025533289418854882
2019-03-31,-0.02529336521055632
2019-06-30,-0.025055676378920685
2019-09-30,-0.024820202698192777
2019-12-31,-0.02458692408459447
2020-03-31,-0.024355820598080904
2020-06-30,-0.024126872443896025
2020-09-30,-0.02390005997394044
2020-12-31,-0.02367536368796242
2021-03-31,-0.023452764234583114
2021-06-30,-0.02323224241216642
2021-09-30,-0.023013779169542874
2021-12-31,-0.022797355606597104
2022-03-31,-0.022582952974727167
2022-06-30,-0.022370552677184116
2022-09-30,-0.022160136269299566
2022-12-31,-0.02195168545860825
2023-03-31,-0.021745182104872883
2023-06-30,-0.02154060822001733
2023-09-30,-0.021337945967974663
2023-12-31,-0.02113717766445538
2024-03-31,-0.020938285776642043
2024-06-30,-0.020741252922814236
2024-09-30,-0.020546061871910104
2024-12-31,-0.02035269554302778
2025-03-31,-0.020161137004871814
2025-06-30,-0.019971369475148527
2025-09-30,-0.019783376319913656
2025-12-31,-0.019597141052876573
2026-03-31,-0.01941264733466382
2026-06-30,-0.019229878972045693
2026-09-30,-0.019048819917128534
2026-12-31,-0.01886945426651554
2027-03-31,-0.018691766260439186
2027-06-30,-0.018515740281867105
2027-09-30,-0.018341360855584327
2027-12-31,-0.018168612647253748
2028-03-31,-0.01799748046245725
2028-06-30,-0.01782794924571888
2028-09-30,-0.017660004079512487
2028-12-31,-0.01749363018325526
2029-03-31,-0.01732881291228878
2029-06-30,-0.01716553775684898
2029-09-30,-0.01700379034102696
2029-12-31,-0.016843556421721098
2030-03-31,-0.01668482188758271
2030-06-30,-0.016527572757955473
2030-09-30,-0.01637179518181043
2030-12-31,-0.016217475436677176
2031-03-31,-0.016064599927572393
2031-06-30,-0.01591315518592636
2031-09-30,-0.015763127868508687
2031-12-31,-0.015614504756353561
2032-03-31,-0.015467272753685549
2032-06-30,-0.0153214188868466
2032-09-30,-0.01517693030322465
2032-12-31,-0.015033794270184688
2033-03-31,-0.01489199817400262
2033-06-30,-0.014751529518802525
2033-09-30,-0.01461237592549773
2033-12-31,-0.01447452513073609
2034-03-31,-0.014337964985849968
2034-06-30,-0.014202683455811181
2034-09-30,-0.014068668618191317
2034-12-31,-0.013935908662127653
2035-03-31,-0.013804391887294976
2035-06-30,-0.013674106702883652
2035-09-30,-0.01354504162658405
2035-12-31,-0.01341718528357759
2036-03-31,-0.013290526405534686
2036-06-30,-0.013165053829619513
2036-09-30,-0.013040756497502066
2036-12-31,-0.012917623454377487
2037-03-31,-0.012795643847992746
2037-06-30,-0.012674806927680847
2037-09-30,-0.012555102043402728
2037-12-31,-0.012436518644796831
2038-03-31,-0.012319046280236355
2038-06-30,-0.012202674595894508
2038-09-30,-0.01208739333481752
2038-12-31,-0.011973192336005668
2039-03-31,-0.011860061533502149
2039-06-30,-0.011747990955490176
2039-09-30,-0.011636970723397831
2039-12-31,-0.011526991051011026
2040-03-31,-0.011418042243594578
2040-06-30,-0.011310114697021147
